#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0006915	Apoptotic process	7	918	0.64	0.0345	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	TRIB3,TRAF2,RIPK1,BUB1,E2F1,CDK1,CDKN1A
GO:0043065	Positive regulation of apoptotic process	6	660	0.72	0.0345	9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000394560	TRAF2,CDK4,RIPK1,E2F1,MAPK8,MAPK9
GO:0071704	Organic substance metabolic process	23	7755	0.23	0.0345	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,MAD2L1,BUB1,ADCY2,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:0000070	Mitotic sister chromatid segregation	3	108	1.2	0.0355	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000361540	CCNB1,MAD2L1,CDC20
GO:0006275	Regulation of dna replication	3	111	1.19	0.0382	9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000378699	CDK2,CCNA2,CDK1
GO:0019221	Cytokine-mediated signaling pathway	6	678	0.71	0.0391	9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000315768,9606.ENSP00000384849,9606.ENSP00000400433,9606.ENSP00000432660	TRAF2,RIPK1,STAT2,CDKN1A,HNRNPF,CFL1
GO:0060045	Positive regulation of cardiac muscle cell proliferation	2	26	1.65	0.0404	9606.ENSP00000256442,9606.ENSP00000378699	CCNB1,CDK1
GO:1904666	Regulation of ubiquitin protein ligase activity	2	26	1.65	0.0404	9606.ENSP00000296509,9606.ENSP00000361540	MAD2L1,CDC20
GO:0044419	Interspecies interaction between organisms	10	1899	0.48	0.0413	9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000432660	CDK4,RIPK1,CCNA2,BUB1,STAT2,E2F1,ACTR2,CDK1,MAPK8,CFL1
GO:1900740	Positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2	27	1.63	0.0429	9606.ENSP00000345571,9606.ENSP00000378974	E2F1,MAPK8
GO:0042752	Regulation of circadian rhythm	3	117	1.17	0.0432	9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CDK1,MAPK8,MAPK9
GO:0071375	Cellular response to peptide hormone stimulus	4	269	0.93	0.0454	9606.ENSP00000217233,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000342952	TRIB3,CDK4,CCNA2,ADCY2
GO:0097300	Programmed necrotic cell death	2	28	1.61	0.0454	9606.ENSP00000247668,9606.ENSP00000259808	TRAF2,RIPK1
GO:0044087	Regulation of cellular component biogenesis	7	971	0.62	0.0455	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000264380,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000394560	PFN1,CDKN1B,TRAF2,PIKFYVE,ARPC5,ACTR2,MAPK9
GO:0048511	Rhythmic process	4	271	0.93	0.0462	9606.ENSP00000257904,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CDK4,CDK1,MAPK8,MAPK9
